Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_MCODE_ALL,KEGG Pathway,24,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),,-5.1,31,11,21160,144,19,4,21,9.4,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903350,response to dopamine,19_GO:0050896 response to stimulus,-5.1,76,15,21160,44,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,,-5.1,74,15,21160,45,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,WikiPathways,27,WP385,Myometrial relaxation and contraction pathways,,-5.1,30,11,21160,150,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-372790,Signaling by GPCR,,-5,11,7.6,21160,589,19,6,32,11,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071870,cellular response to catecholamine stimulus,19_GO:0050896 response to stimulus,-5,73,15,21160,46,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071868,cellular response to monoamine stimulus,19_GO:0050896 response to stimulus,-5,73,15,21160,46,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-112310,Neurotransmitter release cycle,,-5,71,14,21160,47,19,3,16,8.4,20910|22348|72961,Stxbp1|Slc32a1|Slc17a7,-3.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),,-5,29,10,21160,156,19,4,21,9.4,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0090277,positive regulation of peptide hormone secretion,19_GO:0051179 localization,-5,28,10,21160,157,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-5,16,8.5,21160,343,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002793,positive regulation of peptide secretion,19_GO:0051179 localization,-4.9,28,10,21160,161,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0046883,regulation of hormone secretion,19_GO:0051179 localization,-4.9,16,8.4,21160,350,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-3.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007215,glutamate receptor signaling pathway,19_GO:0050896 response to stimulus,-4.9,66,14,21160,51,19,3,16,8.4,12322|13385|14682,Camk2a|Dlg4|Gnaq,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071869,response to catecholamine,19_GO:0050896 response to stimulus,-4.9,64,14,21160,52,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-983712,Ion channel transport,,-4.9,27,10,21160,167,19,4,21,9.4,11964|12322|12323|108664,Atp6v1a|Camk2a|Camk2b|Atp6v1h,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-4.9,11,7.3,21160,635,19,6,32,11,14672|14682|14683|14687|15461|20614,Gna11|Gnaq|Gnas|Gnaz|Hras|Snap25,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071867,response to monoamine,19_GO:0050896 response to stimulus,-4.9,63,14,21160,53,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-3
MyList_MCODE_ALL,WikiPathways,27,WP572,EGFR1 signaling pathway,,-4.8,25,9.7,21160,175,19,4,21,9.4,11771|12322|15461|20910,Ap2a1|Camk2a|Hras|Stxbp1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1904951,positive regulation of establishment of protein localization,19_GO:0051179 localization,-4.8,15,8.1,21160,375,19,5,26,10,14672|14682|14683|15461|20614,Gna11|Gnaq|Gnas|Hras|Snap25,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048488,synaptic vesicle endocytosis,19_GO:0051179 localization,-4.7,58,13,21160,58,19,3,16,8.4,11771|11772|104015,Ap2a1|Ap2a2|Synj1,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-422356,Regulation of insulin secretion,,-4.7,57,13,21160,59,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-187037,Signaling by NTRK1 (TRKA),,-4.7,57,13,21160,59,19,3,16,8.4,11771|11772|15461,Ap2a1|Ap2a2|Hras,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-4.7,14,7.8,21160,400,19,5,26,10,14672|14682|14683|20614|20910,Gna11|Gnaq|Gnas|Snap25|Stxbp1,-2.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,,-4.7,14,7.8,21160,400,19,5,26,10,11771|11772|11964|15461|108664,Ap2a1|Ap2a2|Atp6v1a|Hras|Atp6v1h,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,19_GO:0065007 biological regulation,-4.7,14,7.8,21160,401,19,5,26,10,12323|13385|14674|20614|72961,Camk2b|Dlg4|Gna13|Snap25|Slc17a7,-2.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030168,platelet activation,19_GO:0032501 multicellular organismal process,-4.6,53,12,21160,63,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-2.8
MyList_MCODE_ALL,KEGG Pathway,24,mmu04929,GnRH secretion - Mus musculus (house mouse),,-4.6,53,12,21160,63,19,3,16,8.4,14672|14682|15461,Gna11|Gnaq|Hras,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050714,positive regulation of protein secretion,19_GO:0051179 localization,-4.6,23,9.2,21160,195,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-9855142,Cellular responses to mechanical stimuli,,-4.6,52,12,21160,64,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-9860931,Response of endothelial cells to shear stress,,-4.6,52,12,21160,64,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0140238,presynaptic endocytosis,19_GO:0051179 localization,-4.6,52,12,21160,64,19,3,16,8.4,11771|11772|104015,Ap2a1|Ap2a2|Synj1,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0031503,protein-containing complex localization,19_GO:0051179 localization,-4.6,22,9.1,21160,198,19,4,21,9.4,11771|11772|12322|13385,Ap2a1|Ap2a2|Camk2a|Dlg4,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0046887,positive regulation of hormone secretion,19_GO:0051179 localization,-4.6,22,9,21160,202,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-2.8
MyList_MCODE_ALL,KEGG Pathway,24,mmu05031,Amphetamine addiction - Mus musculus (house mouse),,-4.5,48,12,21160,69,19,3,16,8.4,12322|12323|14683,Camk2a|Camk2b|Gnas,-2.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0036465,synaptic vesicle recycling,19_GO:0051179 localization,-4.5,48,12,21160,69,19,3,16,8.4,11771|11772|104015,Ap2a1|Ap2a2|Synj1,-2.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-163685,Integration of energy metabolism,,-4.5,48,12,21160,70,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0016079,synaptic vesicle exocytosis,19_GO:0051179 localization,-4.5,48,12,21160,70,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-2.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-166520,Signaling by NTRKs,,-4.5,47,12,21160,71,19,3,16,8.4,11771|11772|15461,Ap2a1|Ap2a2|Hras,-2.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu04927,Cortisol synthesis and secretion - Mus musculus (house mouse),,-4.5,46,12,21160,72,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.7
MyList_MCODE_ALL,WikiPathways,27,WP5298,Dravet syndrome Scn1a A1783V point mutation model,,-4.4,46,11,21160,73,19,3,16,8.4,12322|20910|72961,Camk2a|Stxbp1|Slc17a7,-2.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu05214,Glioma - Mus musculus (house mouse),,-4.4,45,11,21160,74,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-2.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0140029,exocytic process,19_GO:0051179 localization,-4.4,45,11,21160,74,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-2.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-4.4,12,7.3,21160,452,19,5,26,10,14672|14682|14683|20614|20910,Gna11|Gnaq|Gnas|Snap25|Stxbp1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-4.4,8.7,6.5,21160,772,19,6,32,11,12322|12323|13385|15461|20614|20910,Camk2a|Camk2b|Dlg4|Hras|Snap25|Stxbp1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-4.4,8.6,6.5,21160,773,19,6,32,11,12322|12323|13385|15461|20614|20910,Camk2a|Camk2b|Dlg4|Hras|Snap25|Stxbp1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:1905475,regulation of protein localization to membrane,19_GO:0051179 localization,-4.3,19,8.4,21160,230,19,4,21,9.4,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0008217,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-4.3,19,8.3,21160,236,19,4,21,9.4,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070050,neuron cellular homeostasis,19_GO:0042592 homeostatic process,-4.3,41,11,21160,82,19,3,16,8.4,11964|72961|108664,Atp6v1a|Slc17a7|Atp6v1h,-2.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu05022,Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse),,-4.3,12,7,21160,481,19,5,26,10,12322|12323|13385|14682|15461,Camk2a|Camk2b|Dlg4|Gnaq|Hras,-2.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04012,ErbB signaling pathway - Mus musculus (house mouse),,-4.3,40,11,21160,84,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:1904888,cranial skeletal system development,19_GO:0032502 developmental process,-4.2,39,11,21160,86,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-4.2,11,6.9,21160,500,19,5,26,10,11771|11772|15461|104015|108664,Ap2a1|Ap2a2|Hras|Synj1|Atp6v1h,-2.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-5673001,RAF/MAP kinase cascade,,-4.2,18,8,21160,250,19,4,21,9.4,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-2.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-4.2,11,6.8,21160,505,19,5,26,10,14672|14674|14682|14683|15461,Gna11|Gna13|Gnaq|Gnas|Hras,-2.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-5684996,MAPK1/MAPK3 signaling,,-4.2,17,7.9,21160,256,19,4,21,9.4,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-2.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099643,signal release from synapse,19_GO:0051179 localization,-4.1,35,10,21160,96,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-2.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007269,neurotransmitter secretion,19_GO:0051179 localization,-4.1,35,10,21160,96,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-2.4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-5683057,MAPK family signaling cascades,,-4,16,7.5,21160,279,19,4,21,9.4,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-2.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-4,10,6.5,21160,550,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-2.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu05142,Chagas disease - Mus musculus (house mouse),,-4,32,9.6,21160,103,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.3
MyList_MCODE_ALL,WikiPathways,27,WP539,Wnt signaling pathway,,-3.9,31,9.4,21160,108,19,3,16,8.4,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.3
MyList_MCODE_ALL,KEGG Pathway,24,mmu05146,Amoebiasis - Mus musculus (house mouse),,-3.9,31,9.4,21160,108,19,3,16,8.4,14672|14682|14683,Gna11|Gnaq|Gnas,-2.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-3.9,9.7,6.3,21160,575,19,5,26,10,12322|12323|13385|20614|20910,Camk2a|Camk2b|Dlg4|Snap25|Stxbp1,-2.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-3858494,Beta-catenin independent WNT signaling,,-3.9,30,9.2,21160,111,19,3,16,8.4,11771|11772|12322,Ap2a1|Ap2a2|Camk2a,-2.2
MyList_MCODE_ALL,KEGG Pathway,24,mmu05016,Huntington disease - Mus musculus (house mouse),,-3.8,14,7.1,21160,308,19,4,21,9.4,11771|11772|13385|14682,Ap2a1|Ap2a2|Dlg4|Gnaq,-2.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051222,positive regulation of protein transport,19_GO:0051179 localization,-3.8,14,7,21160,318,19,4,21,9.4,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),,-3.8,28,8.8,21160,121,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-3.7,14,6.9,21160,327,19,4,21,9.4,12323|13385|20614|20910,Camk2b|Dlg4|Snap25|Stxbp1,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04071,Sphingolipid signaling pathway - Mus musculus (house mouse),,-3.7,27,8.6,21160,126,19,3,16,8.4,14674|14682|15461,Gna13|Gnaq|Hras,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04611,Platelet activation - Mus musculus (house mouse),,-3.7,27,8.6,21160,126,19,3,16,8.4,14674|14682|14683,Gna13|Gnaq|Gnas,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-3.7,8.9,6,21160,628,19,5,26,10,11771|13385|20910|72961|104015,Ap2a1|Dlg4|Stxbp1|Slc17a7|Synj1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-3.7,8.8,6,21160,632,19,5,26,10,11964|20614|22348|72961|108664,Atp6v1a|Snap25|Slc32a1|Slc17a7|Atp6v1h,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098655,monoatomic cation transmembrane transport,19_GO:0051179 localization,-3.7,8.7,5.9,21160,642,19,5,26,10,11964|20614|22348|72961|108664,Atp6v1a|Snap25|Slc32a1|Slc17a7|Atp6v1h,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu04915,Estrogen signaling pathway - Mus musculus (house mouse),,-3.7,25,8.3,21160,134,19,3,16,8.4,14682|14683|15461,Gnaq|Gnas|Hras,-2
MyList_MCODE_ALL,KEGG Pathway,24,mmu04726,Serotonergic synapse - Mus musculus (house mouse),,-3.6,25,8.3,21160,136,19,3,16,8.4,14682|14683|15461,Gnaq|Gnas|Hras,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-3.6,24,8.2,21160,137,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-3.6,24,8.2,21160,137,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030100,regulation of endocytosis,19_GO:0051179 localization,-3.6,13,6.6,21160,352,19,4,21,9.4,11771|13385|72961|104015,Ap2a1|Dlg4|Slc17a7|Synj1,-2
MyList_MCODE_ALL,KEGG Pathway,24,mmu04371,Apelin signaling pathway - Mus musculus (house mouse),,-3.6,24,8.2,21160,139,19,3,16,8.4,14674|14682|15461,Gna13|Gnaq|Hras,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-3.6,24,8.1,21160,140,19,3,16,8.4,14674|14683|20910,Gna13|Gnas|Stxbp1,-2
MyList_MCODE_ALL,KEGG Pathway,24,mmu05165,Human papillomavirus infection - Mus musculus (house mouse),,-3.6,12,6.5,21160,359,19,4,21,9.4,11964|14683|15461|108664,Atp6v1a|Gnas|Hras|Atp6v1h,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010817,regulation of hormone levels,19_GO:0065007 biological regulation,-3.6,8.2,5.7,21160,676,19,5,26,10,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-3.6,8.2,5.7,21160,683,19,5,26,10,11771|11772|15461|104015|108664,Ap2a1|Ap2a2|Hras|Synj1|Atp6v1h,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048259,regulation of receptor-mediated endocytosis,19_GO:0051179 localization,-3.6,23,8,21160,144,19,3,16,8.4,11771|13385|104015,Ap2a1|Dlg4|Synj1,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-3.5,8,5.6,21160,696,19,5,26,10,12322|14672|14682|14683|15461,Camk2a|Gna11|Gnaq|Gnas|Hras,-1.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu04072,Phospholipase D signaling pathway - Mus musculus (house mouse),,-3.5,22,7.9,21160,149,19,3,16,8.4,14674|14683|15461,Gna13|Gnas|Hras,-1.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu04723,Retrograde endocannabinoid signaling - Mus musculus (house mouse),,-3.5,22,7.8,21160,153,19,3,16,8.4,14682|22348|72961,Gnaq|Slc32a1|Slc17a7,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045055,regulated exocytosis,19_GO:0051179 localization,-3.5,22,7.8,21160,153,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu04150,mTOR signaling pathway - Mus musculus (house mouse),,-3.4,21,7.6,21160,158,19,3,16,8.4,11964|15461|108664,Atp6v1a|Hras|Atp6v1h,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-3.4,11,6.2,21160,393,19,4,21,9.4,12323|13385|14674|20614,Camk2b|Dlg4|Gna13|Snap25,-1.9
MyList_MCODE_ALL,WikiPathways,27,WP65,Insulin signaling,,-3.4,21,7.6,21160,159,19,3,16,8.4,15461|20614|20910,Hras|Snap25|Stxbp1,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-3.4,7.6,5.5,21160,728,19,5,26,10,11964|20614|22348|72961|108664,Atp6v1a|Snap25|Slc32a1|Slc17a7|Atp6v1h,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3.4,21,7.5,21160,162,19,3,16,8.4,14674|14682|14683,Gna13|Gnaq|Gnas,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-3.4,11,6.1,21160,403,19,4,21,9.4,14683|20614|72961|104015,Gnas|Snap25|Slc17a7|Synj1,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:1904375,regulation of protein localization to cell periphery,19_GO:0051179 localization,-3.4,20,7.4,21160,166,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-1.8
MyList_MCODE_ALL,KEGG Pathway,24,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),,-3.3,19,7.3,21160,172,19,3,16,8.4,14672|14674|14682,Gna11|Gna13|Gnaq,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051650,establishment of vesicle localization,19_GO:0051179 localization,-3.3,19,7.2,21160,175,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3.3,7.1,5.2,21160,782,19,5,26,10,11771|12323|13385|15461|20614,Ap2a1|Camk2b|Dlg4|Hras|Snap25,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu05152,Tuberculosis - Mus musculus (house mouse),,-3.3,19,7.1,21160,180,19,3,16,8.4,12322|12323|108664,Camk2a|Camk2b|Atp6v1h,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0034220,monoatomic ion transmembrane transport,19_GO:0051179 localization,-3.3,7.1,5.2,21160,788,19,5,26,10,11964|20614|22348|72961|108664,Atp6v1a|Snap25|Slc32a1|Slc17a7|Atp6v1h,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu04360,Axon guidance - Mus musculus (house mouse),,-3.3,18,7.1,21160,181,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0031344,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.2,7,5.2,21160,798,19,5,26,10,11771|12323|13385|15461|20614,Ap2a1|Camk2b|Dlg4|Hras|Snap25,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051648,vesicle localization,19_GO:0051179 localization,-3.2,17,6.9,21160,191,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0031346,positive regulation of cell projection organization,19_GO:0048518 positive regulation of biological process,-3.2,9.6,5.6,21160,465,19,4,21,9.4,11771|12323|13385|15461,Ap2a1|Camk2b|Dlg4|Hras,-1.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-416476,G alpha (q) signalling events,,-3.2,17,6.7,21160,197,19,3,16,8.4,14672|14682|15461,Gna11|Gnaq|Hras,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-3.1,9.4,5.6,21160,472,19,4,21,9.4,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-1.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),,-3.1,16,6.6,21160,204,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-1.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-2262752,Cellular responses to stress,,-3.1,9.3,5.5,21160,480,19,4,21,9.4,11964|12322|12323|108664,Atp6v1a|Camk2a|Camk2b|Atp6v1h,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051963,regulation of synapse assembly,19_GO:0032502 developmental process,-3.1,16,6.5,21160,209,19,3,16,8.4,13385|14674|20614,Dlg4|Gna13|Snap25,-1.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-1266738,Developmental Biology,,-3.1,9.1,5.4,21160,489,19,4,21,9.4,11771|11772|13385|15461,Ap2a1|Ap2a2|Dlg4|Hras,-1.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),,-3.1,16,6.4,21160,214,19,3,16,8.4,14682|14683|15461,Gnaq|Gnas|Hras,-1.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-MMU-195721,Signaling by WNT,,-3.1,16,6.4,21160,214,19,3,16,8.4,11771|11772|12322,Ap2a1|Ap2a2|Camk2a,-1.6
MyList_MCODE_ALL,KEGG Pathway,24,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),,-3,15,6.4,21160,217,19,3,16,8.4,12322|12323|15461,Camk2a|Camk2b|Hras,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-3,8.8,5.3,21160,505,19,4,21,9.4,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-3,8.8,5.3,21160,509,19,4,21,9.4,12322|13385|20614|20910,Camk2a|Dlg4|Snap25|Stxbp1,-1.5
MyList_MCODE_ALL,KEGG Pathway,24,mmu04024,cAMP signaling pathway - Mus musculus (house mouse),,-3,15,6.3,21160,224,19,3,16,8.4,12322|12323|14683,Camk2a|Camk2b|Gnas,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0023061,signal release,19_GO:0051179 localization,-3,15,6.3,21160,225,19,3,16,8.4,20614|20910|104015,Snap25|Stxbp1|Synj1,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-3,8.5,5.2,21160,524,19,4,21,9.4,13385|14672|14682|72961,Dlg4|Gna11|Gnaq|Slc17a7,-1.5
